Title,Share Link,Download URL,Transcription JSON
Recording #1245,https://go.screenpal.com/watch/cTlXYanYrx8,https://screenpal.com/content/video/download/cTlXYanYrx8,Recording__1245_transcribed.json
Recording #1246,https://go.screenpal.com/watch/cTlo2XnYvA7,https://screenpal.com/content/video/download/cTlo2XnYvA7,
Recording #1247,https://go.screenpal.com/watch/cTlo2HnYvmG,https://screenpal.com/content/video/download/cTlo2HnYvmG,
Recording #1248,https://go.screenpal.com/watch/cTlo2JnYvHi,https://screenpal.com/content/video/download/cTlo2JnYvHi,
Recording #1249,https://go.screenpal.com/watch/cTlDlNnY4uk,https://screenpal.com/content/video/download/cTlDlNnY4uk,Recording__1249_transcribed.json
Recording #125,https://go.screenpal.com/watch/cOV0bUn3XYV,https://screenpal.com/content/video/download/cOV0bUn3XYV,Recording__125_transcribed.json
Recording #125,https://go.screenpal.com/watch/c0njbuVxJsN,https://screenpal.com/content/video/download/c0njbuVxJsN,Recording__125_transcribed.json
Recording #1250,https://go.screenpal.com/watch/cTlbo5nYBLF,https://screenpal.com/content/video/download/cTlbo5nYBLF,Recording__1250_transcribed.json
Recording #1251,https://go.screenpal.com/watch/cTlFIKnYClV,https://screenpal.com/content/video/download/cTlFIKnYClV,Recording__125 (1)_transcribed.json
Recording #1253,https://go.screenpal.com/watch/cTlq2rnYG5G,https://screenpal.com/content/video/download/cTlq2rnYG5G,Recording__1253_transcribed.json
Recording #1254,https://go.screenpal.com/watch/cTlqD6nYmVI,https://screenpal.com/content/video/download/cTlqD6nYmVI,Recording__1254_transcribed.json
Recording #1255,https://go.screenpal.com/watch/cTlZbenY8gD,https://screenpal.com/content/video/download/cTlZbenY8gD,Recording__1255_transcribed.json
Recording #1256,https://go.screenpal.com/watch/cTlT06nY92c,https://screenpal.com/content/video/download/cTlT06nY92c,Recording__1256_transcribed.json
Recording #1257,https://go.screenpal.com/watch/cTlvrnnrfwX,https://screenpal.com/content/video/download/cTlvrnnrfwX,Recording__1257_transcribed.json
Recording #1258,https://go.screenpal.com/watch/cTlwDynr1uo,https://screenpal.com/content/video/download/cTlwDynr1uo,Recording__1258_transcribed.json
Recording #1260,https://go.screenpal.com/watch/cOVVDKnriLH,https://screenpal.com/content/video/download/cOVVDKnriLH,Recording__1260_transcribed.json
Recording #1261,https://go.screenpal.com/watch/cOewbqnTanC,https://screenpal.com/content/video/download/cOewbqnTanC,Recording__1261_transcribed.json
Recording #1262,https://go.screenpal.com/watch/cOfVD2nTBYf,https://screenpal.com/content/video/download/cOfVD2nTBYf,Recording__1262_transcribed.json
Recording #1263,https://go.screenpal.com/watch/cOfeQpnT51G,https://screenpal.com/content/video/download/cOfeQpnT51G,Recording__1263_transcribed.json
Recording #1264,https://go.screenpal.com/watch/cOfeXgnT5r0,https://screenpal.com/content/video/download/cOfeXgnT5r0,Recording__1264_transcribed.json
Recording #1265,https://go.screenpal.com/watch/cOfeqHnTEXP,https://screenpal.com/content/video/download/cOfeqHnTEXP,Recording__1265_transcribed.json
Recording #1266,https://go.screenpal.com/watch/cOfi6GnT7hD,https://screenpal.com/content/video/download/cOfi6GnT7hD,Recording__1266_transcribed.json
Recording #1267,https://go.screenpal.com/watch/cOfi3InTsLK,https://screenpal.com/content/video/download/cOfi3InTsLK,Recording__1267_transcribed.json
Recording #1268,https://go.screenpal.com/watch/cOfIoCnOhG0,https://screenpal.com/content/video/download/cOfIoCnOhG0,Recording__1268_transcribed.json
Recording #1269,https://go.screenpal.com/watch/cOf2I9nOjHp,https://screenpal.com/content/video/download/cOf2I9nOjHp,Recording__1269_transcribed.json
Recording #127,https://go.screenpal.com/watch/c3lD3uVvBgb,https://screenpal.com/content/video/download/c3lD3uVvBgb,
Recording #1270,https://go.screenpal.com/watch/cOf22bnOj7a,https://screenpal.com/content/video/download/cOf22bnOj7a,Recording__1270_transcribed.json
Recording #1272,https://go.screenpal.com/watch/cOfoQqnOXFq,https://screenpal.com/content/video/download/cOfoQqnOXFq,Recording__1272_transcribed.json
Recording #1273,https://go.screenpal.com/watch/cOfo29nOl39,https://screenpal.com/content/video/download/cOfo29nOl39,Recording__1273_transcribed.json
Recording #1274,https://go.screenpal.com/watch/cOfDotnOoPc,https://screenpal.com/content/video/download/cOfDotnOoPc,
Recording #1275,https://go.screenpal.com/watch/cOfbYOnOqgi,https://screenpal.com/content/video/download/cOfbYOnOqgi,
Recording #128,https://go.screenpal.com/watch/cOVvVpn3vMa,https://screenpal.com/content/video/download/cOVvVpn3vMa,Recording__128_transcribed.json
Recording #128,https://go.screenpal.com/watch/c3lFlRVvk6x,https://screenpal.com/content/video/download/c3lFlRVvk6x,Recording__128_transcribed.json
Recording #129,https://go.screenpal.com/watch/cOVvVKn3vLD,https://screenpal.com/content/video/download/cOVvVKn3vLD,Recording__129_transcribed.json
Recording #129,https://go.screenpal.com/watch/c3lFD0VvkFC,https://screenpal.com/content/video/download/c3lFD0VvkFC,Recording__129_transcribed.json
Recording #13,https://go.screenpal.com/watch/cThjq9nQkUV,https://screenpal.com/content/video/download/cThjq9nQkUV,Recording__13_transcribed.json
Recording #13,https://go.screenpal.com/watch/c060lEVEZcb,https://screenpal.com/content/video/download/c060lEVEZcb,Recording__13_transcribed.json
Recording #13,https://go.screenpal.com/watch/c061YXV5Bt0,https://screenpal.com/content/video/download/c061YXV5Bt0,Recording__13_transcribed.json
Recording #13,https://go.screenpal.com/watch/c0iYfcVkeU7,https://screenpal.com/content/video/download/c0iYfcVkeU7,Recording__13_transcribed.json
Recording #130,https://go.screenpal.com/watch/cOVvlsn3xAx,https://screenpal.com/content/video/download/cOVvlsn3xAx,Recording__130_transcribed.json
Recording #130,https://go.screenpal.com/watch/c3lqhdVvpXR,https://screenpal.com/content/video/download/c3lqhdVvpXR,Recording__130_transcribed.json
Recording #131,https://go.screenpal.com/watch/cOnnfIn3AJM,https://screenpal.com/content/video/download/cOnnfIn3AJM,Recording__13 (1)_transcribed.json
Recording #132,https://go.screenpal.com/watch/cOnnfOn3AKu,https://screenpal.com/content/video/download/cOnnfOn3AKu,Recording__13 (2)_transcribed.json
Recording #132,https://go.screenpal.com/watch/c0nQczVxdW3,https://screenpal.com/content/video/download/c0nQczVxdW3,Recording__13 (2)_transcribed.json
Recording #133,https://go.screenpal.com/watch/cOnnoyn3kcI,https://screenpal.com/content/video/download/cOnnoyn3kcI,Recording__13 (3)_transcribed.json
Recording #134,https://go.screenpal.com/watch/cOneFQn3Egj,https://screenpal.com/content/video/download/cOneFQn3Egj,Recording__134_transcribed.json
Recording #134,https://go.screenpal.com/watch/c0nQ2oVx7NB,https://screenpal.com/content/video/download/c0nQ2oVx7NB,Recording__134_transcribed.json
Recording #136,https://go.screenpal.com/watch/cOnfo7n3JFu,https://screenpal.com/content/video/download/cOnfo7n3JFu,Recording__136_transcribed.json
Recording #137,https://go.screenpal.com/watch/cOnfb3n3JzC,https://screenpal.com/content/video/download/cOnfb3n3JzC,Recording__137_transcribed.json
Recording #138,https://go.screenpal.com/watch/cOnIlgn0oaV,https://screenpal.com/content/video/download/cOnIlgn0oaV,Recording__138_transcribed.json
Recording #14,https://go.screenpal.com/watch/cThlqsnQKx2,https://screenpal.com/content/video/download/cThlqsnQKx2,Recording__14_transcribed.json
Recording #14,https://go.screenpal.com/watch/c060q8VET0P,https://screenpal.com/content/video/download/c060q8VET0P,Recording__14_transcribed.json
Recording #14,https://go.screenpal.com/watch/c06ih1V5gir,https://screenpal.com/content/video/download/c06ih1V5gir,Recording__14_transcribed.json
Recording #14,https://go.screenpal.com/watch/c0iY2kVkhVy,https://screenpal.com/content/video/download/c0iY2kVkhVy,Recording__14_transcribed.json
Recording #140,https://go.screenpal.com/watch/cOnIIzn0omx,https://screenpal.com/content/video/download/cOnIIzn0omx,Recording__140_transcribed.json
Recording #141,https://go.screenpal.com/watch/cOnbIUn0OII,https://screenpal.com/content/video/download/cOnbIUn0OII,Recording__14 (1)_transcribed.json
Recording #142,https://go.screenpal.com/watch/cOnbFBn0trX,https://screenpal.com/content/video/download/cOnbFBn0trX,Recording__14 (2)_transcribed.json
Recording #143,https://go.screenpal.com/watch/cOnF2On0vaV,https://screenpal.com/content/video/download/cOnF2On0vaV,Recording__14 (3)_transcribed.json
Recording #144,https://go.screenpal.com/watch/cOnFD4n0wcH,https://screenpal.com/content/video/download/cOnFD4n0wcH,Recording__144_transcribed.json
Recording #144,https://go.screenpal.com/watch/c0ntnPVypDH,https://screenpal.com/content/video/download/c0ntnPVypDH,Recording__144_transcribed.json
Recording #145,https://go.screenpal.com/watch/cOnFFgn0wOz,https://screenpal.com/content/video/download/cOnFFgn0wOz,Recording__145_transcribed.json
Recording #146,https://go.screenpal.com/watch/cOnqQCn0yAz,https://screenpal.com/content/video/download/cOnqQCn0yAz,Recording__146_transcribed.json
Recording #147,https://go.screenpal.com/watch/cOnY67n0Aga,https://screenpal.com/content/video/download/cOnY67n0Aga,Recording__147_transcribed.json
Recording #148,https://go.screenpal.com/watch/cOn3nRn0pI3,https://screenpal.com/content/video/download/cOn3nRn0pI3,Recording__148_transcribed.json
Recording #149,https://go.screenpal.com/watch/cOnT2bn0Mf2,https://screenpal.com/content/video/download/cOnT2bn0Mf2,Recording__149_transcribed.json
Recording #149,https://go.screenpal.com/watch/c0eVc6VyJKO,https://screenpal.com/content/video/download/c0eVc6VyJKO,Recording__149_transcribed.json
Recording #15,https://go.screenpal.com/watch/c06ZIYVEtGU,https://screenpal.com/content/video/download/c06ZIYVEtGU,Recording__15_transcribed.json
Recording #15,https://go.screenpal.com/watch/c0irbOVkjC2,https://screenpal.com/content/video/download/c0irbOVkjC2,Recording__15_transcribed.json
Recording #150,https://go.screenpal.com/watch/cOnTbyn0M55,https://screenpal.com/content/video/download/cOnTbyn0M55,Recording__150_transcribed.json
Recording #153,https://go.screenpal.com/watch/c0e1bcV4eFp,https://screenpal.com/content/video/download/c0e1bcV4eFp,Recording__153_transcribed.json
Recording #154,https://go.screenpal.com/watch/cOeecPnZivT,https://screenpal.com/content/video/download/cOeecPnZivT,Recording__154_transcribed.json
Recording #154,https://go.screenpal.com/watch/c3l0Y4VvMds,https://screenpal.com/content/video/download/c3l0Y4VvMds,Recording__154_transcribed.json
Recording #155,https://go.screenpal.com/watch/cOeefenZiMM,https://screenpal.com/content/video/download/cOeefenZiMM,Recording__155_transcribed.json
Recording #155,https://go.screenpal.com/watch/c0eiYmV4iMd,https://screenpal.com/content/video/download/c0eiYmV4iMd,Recording__155_transcribed.json
Recording #155,https://go.screenpal.com/watch/c3l0rUVvMMX,https://screenpal.com/content/video/download/c3l0rUVvMMX,Recording__155_transcribed.json
Recording #157,https://go.screenpal.com/watch/cOeff4nZXHA,https://screenpal.com/content/video/download/cOeff4nZXHA,Recording__157_transcribed.json
Recording #157,https://go.screenpal.com/watch/c0ei0EV4jY0,https://screenpal.com/content/video/download/c0ei0EV4jY0,Recording__157_transcribed.json
Recording #158,https://go.screenpal.com/watch/cOef2KnZIDV,https://screenpal.com/content/video/download/cOef2KnZIDV,Recording__158_transcribed.json
Recording #159,https://go.screenpal.com/watch/cOefbunZImL,https://screenpal.com/content/video/download/cOefbunZImL,Recording__159_transcribed.json
Recording #16,https://go.screenpal.com/watch/cThl3PnQKPT,https://screenpal.com/content/video/download/cThl3PnQKPT,Recording__16_transcribed.json
Recording #16,https://go.screenpal.com/watch/c06ZDVVEub9,https://screenpal.com/content/video/download/c06ZDVVEub9,Recording__16_transcribed.json
Recording #16,https://go.screenpal.com/watch/c0irYiVkQeI,https://screenpal.com/content/video/download/c0irYiVkQeI,Recording__16_transcribed.json
Recording #160,https://go.screenpal.com/watch/cOehlHnZDKp,https://screenpal.com/content/video/download/cOehlHnZDKp,Recording__160_transcribed.json
Recording #162,https://go.screenpal.com/watch/cOe1XfnZYYg,https://screenpal.com/content/video/download/cOe1XfnZYYg,Recording__16 (2)_transcribed.json
Recording #162,https://go.screenpal.com/watch/c0nrfTVy0xX,https://screenpal.com/content/video/download/c0nrfTVy0xX,Recording__16 (2)_transcribed.json
Recording #163,https://go.screenpal.com/watch/cOe1XDnZY0V,https://screenpal.com/content/video/download/cOe1XDnZY0V,Recording__163_transcribed.json
Recording #164,https://go.screenpal.com/watch/cOeQXCnZtqw,https://screenpal.com/content/video/download/cOeQXCnZtqw,Recording__164_transcribed.json
Recording #164,https://go.screenpal.com/watch/c0elcjV4Y4H,https://screenpal.com/content/video/download/c0elcjV4Y4H,Recording__164_transcribed.json
Recording #165,https://go.screenpal.com/watch/cOeQ2AnZt9y,https://screenpal.com/content/video/download/cOeQ2AnZt9y,Recording__165_transcribed.json
Recording #165,https://go.screenpal.com/watch/c0e0l4V48aL,https://screenpal.com/content/video/download/c0e0l4V48aL,Recording__165_transcribed.json
Recording #166,https://go.screenpal.com/watch/cOeQb1nZuvV,https://screenpal.com/content/video/download/cOeQb1nZuvV,Recording__166_transcribed.json
Recording #168,https://go.screenpal.com/watch/cOelQEnZgVc,https://screenpal.com/content/video/download/cOelQEnZgVc,Recording__168_transcribed.json
Recording #169,https://go.screenpal.com/watch/cOeDognZKNr,https://screenpal.com/content/video/download/cOeDognZKNr,Recording__169_transcribed.json
Recording #17,https://go.screenpal.com/watch/cThIoJnQM5u,https://screenpal.com/content/video/download/cThIoJnQM5u,Recording__17_transcribed.json
Recording #17,https://go.screenpal.com/watch/c0iTDQVkD9p,https://screenpal.com/content/video/download/c0iTDQVkD9p,Recording__17_transcribed.json
Recording #170,https://go.screenpal.com/watch/cOeDognZKNw,https://screenpal.com/content/video/download/cOeDognZKNw,Recording__170_transcribed.json
Recording #171,https://go.screenpal.com/watch/cOeDDNnZ7Qj,https://screenpal.com/content/video/download/cOeDDNnZ7Qj,Recording__17 (1)_transcribed.json
Recording #172,https://go.screenpal.com/watch/cOeDFlnZ7ZL,https://screenpal.com/content/video/download/cOeDFlnZ7ZL,
Recording #173,https://go.screenpal.com/watch/cOeDFZnZ7to,https://screenpal.com/content/video/download/cOeDFZnZ7to,Recording__173_transcribed.json
Recording #174,https://go.screenpal.com/watch/c0eDq6V4zyT,https://screenpal.com/content/video/download/c0eDq6V4zyT,Recording__174_transcribed.json
Recording #175,https://go.screenpal.com/watch/cOeFoGnZ9SM,https://screenpal.com/content/video/download/cOeFoGnZ9SM,Recording__175_transcribed.json
Recording #176,https://go.screenpal.com/watch/cOeqXNnTchV,https://screenpal.com/content/video/download/cOeqXNnTchV,Recording__176_transcribed.json
Recording #176,https://go.screenpal.com/watch/c0e3VOV47IW,https://screenpal.com/content/video/download/c0e3VOV47IW,Recording__176_transcribed.json
Recording #177,https://go.screenpal.com/watch/cOe0lwnTQ0M,https://screenpal.com/content/video/download/cOe0lwnTQ0M,Recording__177_transcribed.json
Recording #177,https://go.screenpal.com/watch/c0euDXVaQig,https://screenpal.com/content/video/download/c0euDXVaQig,Recording__177_transcribed.json
Recording #178,https://go.screenpal.com/watch/cOe0lPnTQUy,https://screenpal.com/content/video/download/cOe0lPnTQUy,Recording__178_transcribed.json
Recording #178,https://go.screenpal.com/watch/c0evcOVa2jv,https://screenpal.com/content/video/download/c0evcOVa2jv,Recording__178_transcribed.json
Recording #179,https://go.screenpal.com/watch/cOeZIQnTIIK,https://screenpal.com/content/video/download/cOeZIQnTIIK,Recording__179_transcribed.json
Recording #18,https://go.screenpal.com/watch/cTh0YDn6Tgg,https://screenpal.com/content/video/download/cTh0YDn6Tgg,Recording__18_transcribed.json
Recording #18,https://go.screenpal.com/watch/c06ZDPVEuuA,https://screenpal.com/content/video/download/c06ZDPVEuuA,Recording__18_transcribed.json
Recording #18,https://go.screenpal.com/watch/c06jF0V5kWb,https://screenpal.com/content/video/download/c06jF0V5kWb,Recording__18_transcribed.json
Recording #18,https://go.screenpal.com/watch/c0itbfVk04o,https://screenpal.com/content/video/download/c0itbfVk04o,Recording__18_transcribed.json
Recording #18,https://go.screenpal.com/watch/crQVIiVQ3wA,https://screenpal.com/content/video/download/crQVIiVQ3wA,Recording__18_transcribed.json
Recording #180,https://go.screenpal.com/watch/cTfuq9nQiPw,https://screenpal.com/content/video/download/cTfuq9nQiPw,
Recording #181,https://go.screenpal.com/watch/cOeZbPnT22n,https://screenpal.com/content/video/download/cOeZbPnT22n,Recording__18 (1)_transcribed.json
Recording #182,https://go.screenpal.com/watch/cOeTlsnTDPl,https://screenpal.com/content/video/download/cOeTlsnTDPl,Recording__18 (2)_transcribed.json
Recording #183,https://go.screenpal.com/watch/cOeTohnTbOP,https://screenpal.com/content/video/download/cOeTohnTbOP,Recording__18 (3)_transcribed.json
Recording #184,https://go.screenpal.com/watch/cOeTDOnTbGh,https://screenpal.com/content/video/download/cOeTDOnTbGh,Recording__18 (4)_transcribed.json
Recording #185,https://go.screenpal.com/watch/cOeOfrnTqDI,https://screenpal.com/content/video/download/cOeOfrnTqDI,Recording__185_transcribed.json
Recording #185,https://go.screenpal.com/watch/c0fh04Va4uT,https://screenpal.com/content/video/download/c0fh04Va4uT,Recording__185_transcribed.json
Recording #186,https://go.screenpal.com/watch/c0flYvVa7uj,https://screenpal.com/content/video/download/c0flYvVa7uj,Recording__186_transcribed.json
Recording #187,https://go.screenpal.com/watch/c0f22TVa8KH,https://screenpal.com/content/video/download/c0f22TVa8KH,Recording__187_transcribed.json
Recording #188,https://go.screenpal.com/watch/c0f2oTVa8WC,https://screenpal.com/content/video/download/c0f2oTVa8WC,Recording__188_transcribed.json
Recording #189,https://go.screenpal.com/watch/c0f2FbVaPup,https://screenpal.com/content/video/download/c0f2FbVaPup,Recording__189_transcribed.json
Recording #19,https://go.screenpal.com/watch/cThul8n6ABk,https://screenpal.com/content/video/download/cThul8n6ABk,Recording__19_transcribed.json
Recording #19,https://go.screenpal.com/watch/c06wFkVEKKI,https://screenpal.com/content/video/download/c06wFkVEKKI,Recording__19_transcribed.json
Recording #19,https://go.screenpal.com/watch/c06QbtV5Ebn,https://screenpal.com/content/video/download/c06QbtV5Ebn,Recording__19_transcribed.json
Recording #19,https://go.screenpal.com/watch/c0jnhbVkzF6,https://screenpal.com/content/video/download/c0jnhbVkzF6,Recording__19_transcribed.json
Recording #19,https://go.screenpal.com/watch/crQVYCVQZiQ,https://screenpal.com/content/video/download/crQVYCVQZiQ,Recording__19_transcribed.json
Recording #190,https://go.screenpal.com/watch/c0fbqZVzV7U,https://screenpal.com/content/video/download/c0fbqZVzV7U,Recording__190_transcribed.json
Recording #193,https://go.screenpal.com/watch/c0fYDZVzl1F,https://screenpal.com/content/video/download/c0fYDZVzl1F,Recording__193_transcribed.json
Recording #197,https://go.screenpal.com/watch/c0fTVzVz3w1,https://screenpal.com/content/video/download/c0fTVzVz3w1,Recording__197_transcribed.json
Recording #198,https://go.screenpal.com/watch/c0fTVKVz3yn,https://screenpal.com/content/video/download/c0fTVKVz3yn,Recording__198_transcribed.json
Recording #199,https://go.screenpal.com/watch/c0fTnnVz34r,https://screenpal.com/content/video/download/c0fTnnVz34r,Recording__199_transcribed.json
Recording #2,https://go.screenpal.com/watch/cZjQq7V9b6X,https://screenpal.com/content/video/download/cZjQq7V9b6X,Recording__2_transcribed.json
Recording #20,https://go.screenpal.com/watch/cThuIin6Apf,https://screenpal.com/content/video/download/cThuIin6Apf,Recording__20_transcribed.json
Recording #20,https://go.screenpal.com/watch/c0XIfmVGZve,https://screenpal.com/content/video/download/c0XIfmVGZve,Recording__20_transcribed.json
Recording #20,https://go.screenpal.com/watch/c06Qb5V5EYh,https://screenpal.com/content/video/download/c06Qb5V5EYh,Recording__20_transcribed.json
Recording #20,https://go.screenpal.com/watch/c0jQnYVkMHh,https://screenpal.com/content/video/download/c0jQnYVkMHh,Recording__20_transcribed.json
Recording #21,https://go.screenpal.com/watch/cT1n2Ln676W,https://screenpal.com/content/video/download/cT1n2Ln676W,Recording__21_transcribed.json
Recording #21,https://go.screenpal.com/watch/c0XIh1VGZxd,https://screenpal.com/content/video/download/c0XIh1VGZxd,Recording__21_transcribed.json
Recording #21,https://go.screenpal.com/watch/c06QFXV5EZp,https://screenpal.com/content/video/download/c06QFXV5EZp,Recording__21_transcribed.json
Recording #21,https://go.screenpal.com/watch/c3hUfkVr9vJ,https://screenpal.com/content/video/download/c3hUfkVr9vJ,Recording__21_transcribed.json
Recording #215,https://go.screenpal.com/watch/c0h1cxVzNs5,https://screenpal.com/content/video/download/c0h1cxVzNs5,Recording__215_transcribed.json
Recording #216,https://go.screenpal.com/watch/c0hjI0VzRRE,https://screenpal.com/content/video/download/c0hjI0VzRRE,Recording__216_transcribed.json
Recording #22,https://go.screenpal.com/watch/cT1fIQn69oA,https://screenpal.com/content/video/download/cT1fIQn69oA,Recording__22_transcribed.json
Recording #22,https://go.screenpal.com/watch/c0XI2wVGTmd,https://screenpal.com/content/video/download/c0XI2wVGTmd,Recording__22_transcribed.json
Recording #22,https://go.screenpal.com/watch/c06QFuV5EtG,https://screenpal.com/content/video/download/c06QFuV5EtG,Recording__22_transcribed.json
Recording #22,https://go.screenpal.com/watch/c31QlwV3ObB,https://screenpal.com/content/video/download/c31QlwV3ObB,Recording__22_transcribed.json
Recording #222,https://go.screenpal.com/watch/c0hbV3VA38W,https://screenpal.com/content/video/download/c0hbV3VA38W,
Recording #223,https://go.screenpal.com/watch/c0hbVZVA3Po,https://screenpal.com/content/video/download/c0hbVZVA3Po,
Recording #23,https://go.screenpal.com/watch/cT1fqYn6Rt2,https://screenpal.com/content/video/download/cT1fqYn6Rt2,Recording__23_transcribed.json
Recording #23,https://go.screenpal.com/watch/c0XIqQVGOCC,https://screenpal.com/content/video/download/c0XIqQVGOCC,Recording__23_transcribed.json
Recording #23,https://go.screenpal.com/watch/c06QYXV5Emx,https://screenpal.com/content/video/download/c06QYXV5Emx,Recording__23_transcribed.json
Recording #23,https://go.screenpal.com/watch/c31DDbV3Ghq,https://screenpal.com/content/video/download/c31DDbV3Ghq,Recording__23_transcribed.json
Recording #234,https://go.screenpal.com/watch/c01D2tVB5Cb,https://screenpal.com/content/video/download/c01D2tVB5Cb,Recording__234_transcribed.json
Recording #238,https://go.screenpal.com/watch/c0if0CVgT8H,https://screenpal.com/content/video/download/c0if0CVgT8H,Recording__238_transcribed.json
Recording #239,https://go.screenpal.com/watch/c0iIDRVgdY8,https://screenpal.com/content/video/download/c0iIDRVgdY8,Recording__239_transcribed.json
Recording #24,https://go.screenpal.com/watch/c0Xq1mVG5tf,https://screenpal.com/content/video/download/c0Xq1mVG5tf,Recording__24_transcribed.json
Recording #24,https://go.screenpal.com/watch/c06Y1QVEDCK,https://screenpal.com/content/video/download/c06Y1QVEDCK,Recording__24_transcribed.json
Recording #240,https://go.screenpal.com/watch/c0ib37Vg9rY,https://screenpal.com/content/video/download/c0ib37Vg9rY,Recording__240_transcribed.json
Recording #241,https://go.screenpal.com/watch/c0iFbDVgSLz,https://screenpal.com/content/video/download/c0iFbDVgSLz,
Recording #242,https://go.screenpal.com/watch/c0iqYjVknBC,https://screenpal.com/content/video/download/c0iqYjVknBC,Recording__242_transcribed.json
Recording #243,https://go.screenpal.com/watch/c0iYoUVkh68,https://screenpal.com/content/video/download/c0iYoUVkh68,Recording__243_transcribed.json
Recording #244,https://go.screenpal.com/watch/c0itYFVkZeR,https://screenpal.com/content/video/download/c0itYFVkZeR,Recording__244_transcribed.json
Recording #245,https://go.screenpal.com/watch/c0iuF6VkOEj,https://screenpal.com/content/video/download/c0iuF6VkOEj,Recording__245_transcribed.json
Recording #246,https://go.screenpal.com/watch/c0iwqjVkwPp,https://screenpal.com/content/video/download/c0iwqjVkwPp,Recording__246_transcribed.json
Recording #247,https://go.screenpal.com/watch/c0jiDRVkd4e,https://screenpal.com/content/video/download/c0jiDRVkd4e,Recording__247_transcribed.json
Recording #248,https://go.screenpal.com/watch/c0jjY3VkM6O,https://screenpal.com/content/video/download/c0jjY3VkM6O,Recording__248_transcribed.json
Recording #249,https://go.screenpal.com/watch/c0joqeVpjfz,https://screenpal.com/content/video/download/c0joqeVpjfz,Recording__249_transcribed.json
Recording #25,https://go.screenpal.com/watch/cT11IqnXefE,https://screenpal.com/content/video/download/cT11IqnXefE,Recording__25_transcribed.json
Recording #25,https://go.screenpal.com/watch/c0XOoFVmVI6,https://screenpal.com/content/video/download/c0XOoFVmVI6,Recording__25_transcribed.json
Recording #25,https://go.screenpal.com/watch/c06Tl5VEwu6,https://screenpal.com/content/video/download/c06Tl5VEwu6,Recording__25_transcribed.json
Recording #25,https://go.screenpal.com/watch/c06ZV5VEOjb,https://screenpal.com/content/video/download/c06ZV5VEOjb,Recording__25_transcribed.json
Recording #251,https://go.screenpal.com/watch/c0jDqHVpXCf,https://screenpal.com/content/video/download/c0jDqHVpXCf,Recording__251_transcribed.json
Recording #252,https://go.screenpal.com/watch/c0jOVTVpBhM,https://screenpal.com/content/video/download/c0jOVTVpBhM,
Recording #255,https://go.screenpal.com/watch/c0Qn0cVp9Vg,https://screenpal.com/content/video/download/c0Qn0cVp9Vg,Recording__255_transcribed.json
Recording #256,https://go.screenpal.com/watch/c0QeVVVp91L,https://screenpal.com/content/video/download/c0QeVVVp91L,Recording__256_transcribed.json
Recording #257,https://go.screenpal.com/watch/c0QfDUVpW0V,https://screenpal.com/content/video/download/c0QfDUVpW0V,Recording__257_transcribed.json
Recording #258,https://go.screenpal.com/watch/c0QhnrVCcTo,https://screenpal.com/content/video/download/c0QhnrVCcTo,Recording__258_transcribed.json
Recording #259,https://go.screenpal.com/watch/c0QhnaVCcOC,https://screenpal.com/content/video/download/c0QhnaVCcOC,Recording__259_transcribed.json
Recording #26,https://go.screenpal.com/watch/cT112vnXeFS,https://screenpal.com/content/video/download/cT112vnXeFS,Recording__26_transcribed.json
Recording #26,https://go.screenpal.com/watch/c06To0VExn1,https://screenpal.com/content/video/download/c06To0VExn1,Recording__26_transcribed.json
Recording #26,https://go.screenpal.com/watch/c06ZepVEO0m,https://screenpal.com/content/video/download/c06ZepVEO0m,Recording__26_transcribed.json
Recording #26,https://go.screenpal.com/watch/c3iroMVZiDH,https://screenpal.com/content/video/download/c3iroMVZiDH,Recording__26_transcribed.json
Recording #261,https://go.screenpal.com/watch/c0QhemVCca4,https://screenpal.com/content/video/download/c0QhemVCca4,
Recording #262,https://go.screenpal.com/watch/c0QhICVCnfi,https://screenpal.com/content/video/download/c0QhICVCnfi,
Recording #263,https://go.screenpal.com/watch/c0Qh27VCnqy,https://screenpal.com/content/video/download/c0Qh27VCnqy,
Recording #264,https://go.screenpal.com/watch/c0Q1InVChzS,https://screenpal.com/content/video/download/c0Q1InVChzS,Recording__264_transcribed.json
Recording #265,https://go.screenpal.com/watch/c0Q1IeVChAD,https://screenpal.com/content/video/download/c0Q1IeVChAD,Recording__265_transcribed.json
Recording #266,https://go.screenpal.com/watch/c0Q1FlVC1p3,https://screenpal.com/content/video/download/c0Q1FlVC1p3,Recording__266_transcribed.json
Recording #267,https://go.screenpal.com/watch/c0Q1F7VC1JR,https://screenpal.com/content/video/download/c0Q1F7VC1JR,Recording__267_transcribed.json
Recording #268,https://go.screenpal.com/watch/c0Q10tVCiud,https://screenpal.com/content/video/download/c0Q10tVCiud,Recording__268_transcribed.json
Recording #269,https://go.screenpal.com/watch/c0Q10wVCiUb,https://screenpal.com/content/video/download/c0Q10wVCiUb,Recording__269_transcribed.json
Recording #27,https://go.screenpal.com/watch/cT1lILnXqAk,https://screenpal.com/content/video/download/cT1lILnXqAk,Recording__27_transcribed.json
Recording #27,https://go.screenpal.com/watch/c0lq1oVHjN1,https://screenpal.com/content/video/download/c0lq1oVHjN1,Recording__27_transcribed.json
Recording #27,https://go.screenpal.com/watch/c0XOoZVmVIZ,https://screenpal.com/content/video/download/c0XOoZVmVIZ,Recording__27_transcribed.json
